"","sample_id","full_sample_code","mountain_code","lake_code","lake_name","core","drive","top_cm","bottom_cm","mid_cm","rep_or_note","mean_range_BiSi","mean_range_C-H","max_range_BiSi","max_range_C-H","mean_BiSi","mean_C-H","total_210Pb_pCi_g","error_of_total_Pb_sd","cum_dry_mass_g_cm2","unsup_210Pb_pCi_g","error_of_unsup_Pb_sd","age_base_of_interval_yr","error_of_age_sd","date_base_AD","date_mid_AD","DMAR_g_cm2_yr","error_DMAR_sd","partial_rho_g_cm3","lead210_measured","d15N_raw","d13C","d34S","N_perc","C_perc","S_perc","CN_ratio","d15N_LinCorr","d15N","isotope_run","isotope_year_run","isotope_notes","mountain_lake_code","block","crucible","crucible_or_whirkpak_wt_g","wet_wt_with_crucible_or_whirkpak_g","dry_wt_with_crucible_or_whirkpak_g","post_550C_wt_with_crucible_g","volume_cm3","wet_wt_g","dry_wt_g","post_550C_wt_g","water_propor","organics_propor","water_perc","organics_perc","dried_100C_or_freezedried","LOI_notes","range_lake_core_drive_code","mountain_range","state","region","fish","fish_sp_current","current_fish_sp","first_stocked_yr","last_stocked_yr","first_stocked_yr_CUT","first_stocked_yr_BKT","first_stocked_yr_RBT","first_stocked_yr_GT","first_stocked_yr_STE","potential_stocking_prior_fist_documented_stocking_event","Double.checked","stocking.history","fish_disappear_or_eradicated","lat","lon","elevation_ft","elevation_m","area_m_sq_fromlindseyandMORAandNOCA","lake_perimeter_m_google","lake_area_m_google","core_depth_cm","pH","cond_uS","tds_ppm","do_mgL","temp_degF","temp_degC","lake_depth_ft","lake_depth_m","date_water_measurements","date_cored","year_cored","GPS_point","lake_data_notes","dry_perc","wet_density_g_cm3","all_rho_g_cm3","max_bottom_cm_210Pb_dated","min_bottom_cm_210Pb_dated","date_type","interpolated_date_mid_AD","interpolated_error_of_age_sd","interpolated_date_base_AD","interpolated_date_top_AD","mean_DMAR_g_cm2_yr_bottom3","mean_error_DMAR_sd_bottom3","mean_DMAR_g_cm2_yr_bottom3_max","mean_DMAR_g_cm2_yr_bottom3_min","bottom_interpolated_error","bottom_measured_date_mid_AD","thickness","accumulation_rate_cm_yr","years_per_thickness","accumulation_rate_max_cm_yr","accumulation_rate_min_cm_yr","years_per_thickness_max","years_per_thickness_min","cumulative_years","extrapolated_date_mid_AD","cumulative_years_max","extrapolated_date_mid_AD_max","cumulative_years_min","extrapolated_date_mid_AD_min","date_mid_AD_combo","date_mid_AD_min_combo","date_mid_AD_max_combo","fish_present_sample","fish_present_binary","prism_date_base_AD","prism_date_top_AD","mean_air_temp_degC_interval","mean_air_temp_1951_1980_degC","temp_anomaly_mid_cent_degC","temp_anomaly_mid_cent_degC_start","mean_air_temp_degC_anomaly_combined","mean_air_temp_degC_anomaly_extended","d15N_CNS_adj","mean_d15N_1800_1850","d15N_anomaly_mean_1800_1850","d15N_CNS_adj_start","d15N_CNS_adj_diff_from_start","d15N_start","d15N_diff_from_start","state_short","lake_name_state"
"247","FOOT20_17","WIND20_FOOT20_1A_1G_17","WIND20","FOOT20","Footprint","1A","1G",16.5,17,16.75,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n",2.9851854,-27.0764432,NA,0.239161011,2.709894321,NA,11.33083652,3.02944432,3.02944432,"CN","2022","LinCorr calculated and used in the d15N column","WIND20_FOOT20_1A_1G",5,7,5.40757,6.08488,5.68856,5.65868,0.49,0.67731,0.28099,0.25111,0.5851,0.1063,58.5138,10.6338,"100C","","WIND20_FOOT20_1A_1G","Wind River","Wyoming","Rocky Mountain",1,"Salvelinus fontinalis","BKT",1928,"1974","1974","1928","1928","","","Unlikely","y","SRC and BKT observed in lake in 2005.  SRC stocked in 1974, BKT and RBT stocked in Big Stough (downstream) 1928. Big Stough: Brook Trout and RBT were stocked in 1928, and cutthroat trout were first captured by angling (AN) in 1961. The 1961 report hypothesized the presence of cutthroat trout was the result of immigration from Cutthroat Lake. Cutthroat lake stocked with cutthroatin 1959. From Katie/Annika notes:(high BKT (documented 1977), low SRC (last stocked 1974, 1 caught in 2016 sampling))",NA,42.646967,-109.01145,10657,3248.3,93963,1544,89666,22.5,8.06,13.3,NA,10.47,47.48,8.6,43.7,13.32,"14-Jul-19","4-Aug-20",2020,"GPSMAP 64","area, temp, ph conductivity, DO, fish species all from lindsey in 2019. ",41.4862,1.38226530612245,0.5473,9,0.5,"extrapolated",NA,NA,NA,NA,0.0065,0.00219333333333333,0.00869333333333333,0.00430666666666667,22.948,1846.4,0.5,0.0118764845605701,42.1,0.0158840367866496,0.00786893233449053,31.4781441717791,63.5410216718266,298.115384615385,1548.28,222.900690184049,1623.5,449.941950464396,1396.46,1548.28,1373.512,1646.448,"fishless",0,NA,NA,NA,-0.47,NA,-1.01125,-1.01125,-1.01125,3.02944432,2.90196410499144,0.127480215008564,2.87743477497431,0.152009545025692,3.296475954,-0.267031634,"WY","Footprint - WY"
"248","FOOT20_17.5","WIND20_FOOT20_1A_1G_17.5","WIND20","FOOT20","Footprint","1A","1G",17,17.5,17.25,"",NA,NA,NA,NA,NA,NA,4.1344,0.1102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"y",3.3694,-27.7647483,3.1011262,0.515,5.7,0.126,11.06796117,3.386880481,3.386880481,"CNS","2022","LinCorr calculated and used in the d15N column","WIND20_FOOT20_1A_1G",5,8,5.30922,5.86614,5.44797,5.4301,0.49,0.55692,0.13875,0.12088,0.7509,0.1288,75.0862,12.8793,"100C","","WIND20_FOOT20_1A_1G","Wind River","Wyoming","Rocky Mountain",1,"Salvelinus fontinalis","BKT",1928,"1974","1974","1928","1928","","","Unlikely","y","SRC and BKT observed in lake in 2005.  SRC stocked in 1974, BKT and RBT stocked in Big Stough (downstream) 1928. Big Stough: Brook Trout and RBT were stocked in 1928, and cutthroat trout were first captured by angling (AN) in 1961. The 1961 report hypothesized the presence of cutthroat trout was the result of immigration from Cutthroat Lake. Cutthroat lake stocked with cutthroatin 1959. From Katie/Annika notes:(high BKT (documented 1977), low SRC (last stocked 1974, 1 caught in 2016 sampling))",NA,42.646967,-109.01145,10657,3248.3,93963,1544,89666,22.5,8.06,13.3,NA,10.47,47.48,8.6,43.7,13.32,"14-Jul-19","4-Aug-20",2020,"GPSMAP 64","area, temp, ph conductivity, DO, fish species all from lindsey in 2019. ",24.9138,1.13657142857143,0.2915,9,0.5,"extrapolated",NA,NA,NA,NA,0.0065,0.00219333333333333,0.00869333333333333,0.00430666666666667,22.948,1846.4,0.5,0.0222984562607204,22.4230769230769,0.0298227558604917,0.0147741566609491,16.7657208588957,33.8428792569659,320.538461538461,1525.86,239.666411042945,1606.73,483.784829721362,1362.62,1525.86,1339.672,1629.678,"fishless",0,NA,NA,NA,-0.47,NA,-1.01125,-1.01125,-1.01125,2.96783930197431,2.90196410499144,0.0658751969828724,2.87743477497431,0.090404527,3.296475954,0.090404527,"WY","Footprint - WY"
"249","FOOT20_18","WIND20_FOOT20_1A_1G_18","WIND20","FOOT20","Footprint","1A","1G",17.5,18,17.75,"",2.928,0.0945,5.25999999999999,0.159,78.016,2.117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n",2.884448,-27.6237536,NA,0.527146058,5.764287674,NA,10.93489668,2.85886768,2.85886768,"CN","2022","LinCorr calculated and used in the d15N column","WIND20_FOOT20_1A_1G",5,9,5.40862,5.91927,5.51507,5.49901,0.49,0.51065,0.10645,0.09039,0.7915,0.1509,79.154,15.0869,"100C","","WIND20_FOOT20_1A_1G","Wind River","Wyoming","Rocky Mountain",1,"Salvelinus fontinalis","BKT",1928,"1974","1974","1928","1928","","","Unlikely","y","SRC and BKT observed in lake in 2005.  SRC stocked in 1974, BKT and RBT stocked in Big Stough (downstream) 1928. Big Stough: Brook Trout and RBT were stocked in 1928, and cutthroat trout were first captured by angling (AN) in 1961. The 1961 report hypothesized the presence of cutthroat trout was the result of immigration from Cutthroat Lake. Cutthroat lake stocked with cutthroatin 1959. From Katie/Annika notes:(high BKT (documented 1977), low SRC (last stocked 1974, 1 caught in 2016 sampling))",NA,42.646967,-109.01145,10657,3248.3,93963,1544,89666,22.5,8.06,13.3,NA,10.47,47.48,8.6,43.7,13.32,"14-Jul-19","4-Aug-20",2020,"GPSMAP 64","area, temp, ph conductivity, DO, fish species all from lindsey in 2019. ",20.846,1.04214285714286,0.2373,9,0.5,"extrapolated",NA,NA,NA,NA,0.0065,0.00219333333333333,0.00869333333333333,0.00430666666666667,22.948,1846.4,0.5,0.0273914875684787,18.2538461538462,0.0366343587582526,0.0181486163787049,13.6483895705521,27.5503095975232,338.792307692308,1507.61,253.314800613497,1593.09,511.335139318885,1335.06,1507.61,1312.112,1616.038,"fishless",0,NA,NA,NA,-0.47,NA,-1.01125,-1.01125,-1.01125,2.85886768,2.90196410499144,-0.0430964249914361,2.87743477497431,-0.0185670949743084,3.296475954,-0.437608274,"WY","Footprint - WY"
"250","FOOT20_18.5","WIND20_FOOT20_1A_1G_18.5","WIND20","FOOT20","Footprint","1A","1G",18,18.5,18.25,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n",3.2554,-27.8231021,3.0722714,0.539,5.921,0.092,10.9851577,3.267604093,3.267604093,"CNS","2022","LinCorr calculated and used in the d15N column","WIND20_FOOT20_1A_1G",5,10,5.22335,5.7447,5.33832,5.32269,0.49,0.52135,0.11497,0.09934,0.7795,0.1359,77.9476,13.5949,"100C","","WIND20_FOOT20_1A_1G","Wind River","Wyoming","Rocky Mountain",1,"Salvelinus fontinalis","BKT",1928,"1974","1974","1928","1928","","","Unlikely","y","SRC and BKT observed in lake in 2005.  SRC stocked in 1974, BKT and RBT stocked in Big Stough (downstream) 1928. Big Stough: Brook Trout and RBT were stocked in 1928, and cutthroat trout were first captured by angling (AN) in 1961. The 1961 report hypothesized the presence of cutthroat trout was the result of immigration from Cutthroat Lake. Cutthroat lake stocked with cutthroatin 1959. From Katie/Annika notes:(high BKT (documented 1977), low SRC (last stocked 1974, 1 caught in 2016 sampling))",NA,42.646967,-109.01145,10657,3248.3,93963,1544,89666,22.5,8.06,13.3,NA,10.47,47.48,8.6,43.7,13.32,"14-Jul-19","4-Aug-20",2020,"GPSMAP 64","area, temp, ph conductivity, DO, fish species all from lindsey in 2019. ",22.0524,1.06397959183673,0.2531,9,0.5,"extrapolated",NA,NA,NA,NA,0.0065,0.00219333333333333,0.00869333333333333,0.00430666666666667,22.948,1846.4,0.5,0.0256815487949427,19.4692307692308,0.034347425260108,0.0170156723297774,14.5571319018405,29.3846749226006,358.261538461538,1488.14,267.871932515337,1578.53,540.719814241486,1305.68,1488.14,1282.732,1601.478,"fishless",0,NA,NA,NA,-0.47,NA,-1.01125,-1.01125,-1.01125,2.84856291397431,2.90196410499144,-0.0534011910171275,2.87743477497431,-0.0288718609999998,3.296475954,-0.0288718609999998,"WY","Footprint - WY"
"251","FOOT20_19","WIND20_FOOT20_1A_1G_19","WIND20","FOOT20","Footprint","1A","1G",18.5,19,18.75,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n",2.9033986,-27.4503384,NA,0.50081007,5.461317494,NA,10.90496742,2.88727216,2.88727216,"CN","2022","LinCorr calculated and used in the d15N column","WIND20_FOOT20_1A_1G",5,11,5.37209,5.91028,5.4935,5.47698,0.49,0.53819,0.12141,0.10489,0.7744,0.1361,77.4411,13.6068,"100C","","WIND20_FOOT20_1A_1G","Wind River","Wyoming","Rocky Mountain",1,"Salvelinus fontinalis","BKT",1928,"1974","1974","1928","1928","","","Unlikely","y","SRC and BKT observed in lake in 2005.  SRC stocked in 1974, BKT and RBT stocked in Big Stough (downstream) 1928. Big Stough: Brook Trout and RBT were stocked in 1928, and cutthroat trout were first captured by angling (AN) in 1961. The 1961 report hypothesized the presence of cutthroat trout was the result of immigration from Cutthroat Lake. Cutthroat lake stocked with cutthroatin 1959. From Katie/Annika notes:(high BKT (documented 1977), low SRC (last stocked 1974, 1 caught in 2016 sampling))",NA,42.646967,-109.01145,10657,3248.3,93963,1544,89666,22.5,8.06,13.3,NA,10.47,47.48,8.6,43.7,13.32,"14-Jul-19","4-Aug-20",2020,"GPSMAP 64","area, temp, ph conductivity, DO, fish species all from lindsey in 2019. ",22.5589,1.09834693877551,0.2598,9,0.5,"extrapolated",NA,NA,NA,NA,0.0065,0.00219333333333333,0.00869333333333333,0.00430666666666667,22.948,1846.4,0.5,0.0250192455735181,19.9846153846154,0.0334616371567873,0.0165768539902489,14.9424846625767,30.1625386996904,378.246153846154,1468.15,282.814417177914,1563.59,570.882352941176,1275.52,1468.15,1252.572,1586.538,"fishless",0,NA,NA,NA,-0.47,NA,-1.01125,-1.01125,-1.01125,2.88727216,2.90196410499144,-0.0146919449914358,2.87743477497431,0.00983738502569187,3.296475954,-0.409203794,"WY","Footprint - WY"
"252","FOOT20_19.5","WIND20_FOOT20_1A_1G_19.5","WIND20","FOOT20","Footprint","1A","1G",19,19.5,19.25,"",NA,NA,NA,NA,NA,NA,4.2883,0.1588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"y",3.2254,-27.5997479,3.0545146,0.537,5.918,0.093,11.02048417,3.239605201,3.239605201,"CNS","2022","LinCorr calculated and used in the d15N column","WIND20_FOOT20_1A_1G",5,12,5.90367,6.42674,6.01987,6.00414,0.49,0.52307,0.1162,0.10047,0.7779,0.1354,77.785,13.537,"100C","","WIND20_FOOT20_1A_1G","Wind River","Wyoming","Rocky Mountain",1,"Salvelinus fontinalis","BKT",1928,"1974","1974","1928","1928","","","Unlikely","y","SRC and BKT observed in lake in 2005.  SRC stocked in 1974, BKT and RBT stocked in Big Stough (downstream) 1928. Big Stough: Brook Trout and RBT were stocked in 1928, and cutthroat trout were first captured by angling (AN) in 1961. The 1961 report hypothesized the presence of cutthroat trout was the result of immigration from Cutthroat Lake. Cutthroat lake stocked with cutthroatin 1959. From Katie/Annika notes:(high BKT (documented 1977), low SRC (last stocked 1974, 1 caught in 2016 sampling))",NA,42.646967,-109.01145,10657,3248.3,93963,1544,89666,22.5,8.06,13.3,NA,10.47,47.48,8.6,43.7,13.32,"14-Jul-19","4-Aug-20",2020,"GPSMAP 64","area, temp, ph conductivity, DO, fish species all from lindsey in 2019. ",22.215,1.06748979591837,0.2552,9,0.5,"extrapolated",NA,NA,NA,NA,0.0065,0.00219333333333333,0.00869333333333333,0.00430666666666667,22.948,1846.4,0.5,0.0254702194357367,19.6307692307692,0.0340647857889237,0.0168756530825496,14.6779141104294,29.6284829721362,397.876923076923,1448.52,297.492331288344,1548.91,600.510835913313,1245.89,1448.52,1222.942,1571.858,"fishless",0,NA,NA,NA,-0.47,NA,-1.01125,-1.01125,-1.01125,2.82056402197431,2.90196410499144,-0.0814000830171278,2.87743477497431,-0.0568707530000001,3.296475954,-0.0568707530000001,"WY","Footprint - WY"
"253","FOOT20_20","WIND20_FOOT20_1A_1G_20","WIND20","FOOT20","Footprint","1A","1G",19.5,20,19.75,"",2.928,0.0945,5.25999999999999,0.159,88.178,2.349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n",2.8275962,-27.20876,NA,0.521275403,5.711169839,NA,10.9561468,2.80510384,2.80510384,"CN","2022","LinCorr calculated and used in the d15N column","WIND20_FOOT20_1A_1G",5,13,5.30991,5.83585,5.43423,5.41758,0.49,0.52594,0.12432,0.10767,0.7636,0.1339,76.3623,13.3929,"100C","","WIND20_FOOT20_1A_1G","Wind River","Wyoming","Rocky Mountain",1,"Salvelinus fontinalis","BKT",1928,"1974","1974","1928","1928","","","Unlikely","y","SRC and BKT observed in lake in 2005.  SRC stocked in 1974, BKT and RBT stocked in Big Stough (downstream) 1928. Big Stough: Brook Trout and RBT were stocked in 1928, and cutthroat trout were first captured by angling (AN) in 1961. The 1961 report hypothesized the presence of cutthroat trout was the result of immigration from Cutthroat Lake. Cutthroat lake stocked with cutthroatin 1959. From Katie/Annika notes:(high BKT (documented 1977), low SRC (last stocked 1974, 1 caught in 2016 sampling))",NA,42.646967,-109.01145,10657,3248.3,93963,1544,89666,22.5,8.06,13.3,NA,10.47,47.48,8.6,43.7,13.32,"14-Jul-19","4-Aug-20",2020,"GPSMAP 64","area, temp, ph conductivity, DO, fish species all from lindsey in 2019. ",23.6377,1.07334693877551,0.2742,9,0.5,"extrapolated",NA,NA,NA,NA,0.0065,0.00219333333333333,0.00869333333333333,0.00430666666666667,22.948,1846.4,0.5,0.0237053245805981,21.0923076923077,0.0317043520544615,0.0157062971067347,15.7707055214724,31.8343653250774,418.969230769231,1427.43,313.263036809816,1533.14,632.34520123839,1214.05,1427.43,1191.102,1556.088,"fishless",0,NA,NA,NA,-0.47,NA,-1.01125,-1.01125,-1.01125,2.80510384,2.90196410499144,-0.0968602649914359,2.87743477497431,-0.0723309349743082,3.296475954,-0.491372114,"WY","Footprint - WY"
"254","FOOT20_20.5","WIND20_FOOT20_1A_1G_20.5","WIND20","FOOT20","Footprint","1A","1G",20,20.5,20.25,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n",3.1534,-27.5011501,3.02455,0.545,6.037,0.104,11.07706422,3.165409394,3.165409394,"CNS","2022","LinCorr calculated and used in the d15N column","WIND20_FOOT20_1A_1G",5,14,5.30345,5.83886,5.42431,5.40763,0.49,0.53541,0.12086,0.10418,0.7743,0.138,77.4266,13.8011,"100C","","WIND20_FOOT20_1A_1G","Wind River","Wyoming","Rocky Mountain",1,"Salvelinus fontinalis","BKT",1928,"1974","1974","1928","1928","","","Unlikely","y","SRC and BKT observed in lake in 2005.  SRC stocked in 1974, BKT and RBT stocked in Big Stough (downstream) 1928. Big Stough: Brook Trout and RBT were stocked in 1928, and cutthroat trout were first captured by angling (AN) in 1961. The 1961 report hypothesized the presence of cutthroat trout was the result of immigration from Cutthroat Lake. Cutthroat lake stocked with cutthroatin 1959. From Katie/Annika notes:(high BKT (documented 1977), low SRC (last stocked 1974, 1 caught in 2016 sampling))",NA,42.646967,-109.01145,10657,3248.3,93963,1544,89666,22.5,8.06,13.3,NA,10.47,47.48,8.6,43.7,13.32,"14-Jul-19","4-Aug-20",2020,"GPSMAP 64","area, temp, ph conductivity, DO, fish species all from lindsey in 2019. ",22.5734,1.09267346938776,0.26,9,0.5,"extrapolated",NA,NA,NA,NA,0.0065,0.00219333333333333,0.00869333333333333,0.00430666666666667,22.948,1846.4,0.5,0.025,20,0.0334358974358974,0.0165641025641026,14.9539877300613,30.1857585139319,438.969230769231,1407.43,328.217024539877,1518.18,662.530959752322,1183.87,1407.43,1160.922,1541.128,"fishless",0,NA,NA,NA,-0.47,NA,-1.01125,-1.01125,-1.01125,2.74636821497431,2.90196410499144,-0.155595890017127,2.87743477497431,-0.13106656,3.296475954,-0.13106656,"WY","Footprint - WY"
"255","FOOT20_21","WIND20_FOOT20_1A_1G_21","WIND20","FOOT20","Footprint","1A","1G",20.5,21,20.75,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n",2.7537886,-27.1857048,NA,0.52545005,5.731661816,NA,10.90810024,2.72727856,2.72727856,"CN","2022","LinCorr calculated and used in the d15N column","WIND20_FOOT20_1A_1G",5,15,5.3198,5.8398,5.43727,5.42107,0.49,0.52,0.11747,0.10127,0.7741,0.1379,77.4096,13.7908,"100C","","WIND20_FOOT20_1A_1G","Wind River","Wyoming","Rocky Mountain",1,"Salvelinus fontinalis","BKT",1928,"1974","1974","1928","1928","","","Unlikely","y","SRC and BKT observed in lake in 2005.  SRC stocked in 1974, BKT and RBT stocked in Big Stough (downstream) 1928. Big Stough: Brook Trout and RBT were stocked in 1928, and cutthroat trout were first captured by angling (AN) in 1961. The 1961 report hypothesized the presence of cutthroat trout was the result of immigration from Cutthroat Lake. Cutthroat lake stocked with cutthroatin 1959. From Katie/Annika notes:(high BKT (documented 1977), low SRC (last stocked 1974, 1 caught in 2016 sampling))",NA,42.646967,-109.01145,10657,3248.3,93963,1544,89666,22.5,8.06,13.3,NA,10.47,47.48,8.6,43.7,13.32,"14-Jul-19","4-Aug-20",2020,"GPSMAP 64","area, temp, ph conductivity, DO, fish species all from lindsey in 2019. ",22.5904,1.06122448979592,0.2602,9,0.5,"extrapolated",NA,NA,NA,NA,0.0065,0.00219333333333333,0.00869333333333333,0.00430666666666667,22.948,1846.4,0.5,0.0249807840122982,20.0153846153846,0.0334101972841404,0.0165513707404561,14.965490797546,30.2089783281734,458.984615384615,1387.42,343.182515337423,1503.22,692.739938080495,1153.66,1387.42,1130.712,1526.168,"fishless",0,NA,NA,NA,-0.47,NA,-1.01125,-1.01125,-1.01125,2.72727856,2.90196410499144,-0.174685544991436,2.87743477497431,-0.150156214974309,3.296475954,-0.569197394,"WY","Footprint - WY"
"256","FOOT20_21.5","WIND20_FOOT20_1A_1G_21.5","WIND20","FOOT20","Footprint","1A","1G",21,21.5,21.25,"",NA,NA,NA,NA,NA,NA,4.3637,0.1203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"y",3.1874,-27.5796259,3.0456362,0.522,5.639,0.1,10.80268199,3.204720296,3.204720296,"CNS","2022","LinCorr calculated and used in the d15N column","WIND20_FOOT20_1A_1G",5,16,5.31941,5.84682,5.4442,5.42721,0.49,0.52741,0.12479,0.1078,0.7634,0.1361,76.3391,13.6149,"100C","","WIND20_FOOT20_1A_1G","Wind River","Wyoming","Rocky Mountain",1,"Salvelinus fontinalis","BKT",1928,"1974","1974","1928","1928","","","Unlikely","y","SRC and BKT observed in lake in 2005.  SRC stocked in 1974, BKT and RBT stocked in Big Stough (downstream) 1928. Big Stough: Brook Trout and RBT were stocked in 1928, and cutthroat trout were first captured by angling (AN) in 1961. The 1961 report hypothesized the presence of cutthroat trout was the result of immigration from Cutthroat Lake. Cutthroat lake stocked with cutthroatin 1959. From Katie/Annika notes:(high BKT (documented 1977), low SRC (last stocked 1974, 1 caught in 2016 sampling))",NA,42.646967,-109.01145,10657,3248.3,93963,1544,89666,22.5,8.06,13.3,NA,10.47,47.48,8.6,43.7,13.32,"14-Jul-19","4-Aug-20",2020,"GPSMAP 64","area, temp, ph conductivity, DO, fish species all from lindsey in 2019. ",23.6609,1.07634693877551,0.2745,9,0.5,"extrapolated",NA,NA,NA,NA,0.0065,0.00219333333333333,0.00869333333333333,0.00430666666666667,22.948,1846.4,0.5,0.0236794171220401,21.1153846153846,0.0316697024893746,0.0156891317547055,15.7879601226994,31.8691950464396,480.1,1366.3,358.970475460123,1487.43,724.609133126935,1121.79,1366.3,1098.842,1510.378,"fishless",0,NA,NA,NA,-0.47,NA,-1.01125,-1.01125,-1.01125,2.78567911697431,2.90196410499144,-0.116284988017127,2.87743477497431,-0.0917556579999999,3.296475954,-0.0917556579999999,"WY","Footprint - WY"
"257","FOOT20_22","WIND20_FOOT20_1A_1G_22","WIND20","FOOT20","Footprint","1A","1G",21.5,22,21.75,"",2.928,0.0945,5.25999999999999,0.159,87.0436666666667,2.172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n",2.9083856,-27.0664192,NA,0.511021506,5.588524117,NA,10.93598616,2.8838776,2.8838776,"CN","2022","LinCorr calculated and used in the d15N column","WIND20_FOOT20_1A_1G",5,17,5.55423,6.08537,5.68333,5.66621,0.49,0.53114,0.1291,0.11198,0.7569,0.1326,75.6938,13.261,"100C","","WIND20_FOOT20_1A_1G","Wind River","Wyoming","Rocky Mountain",1,"Salvelinus fontinalis","BKT",1928,"1974","1974","1928","1928","","","Unlikely","y","SRC and BKT observed in lake in 2005.  SRC stocked in 1974, BKT and RBT stocked in Big Stough (downstream) 1928. Big Stough: Brook Trout and RBT were stocked in 1928, and cutthroat trout were first captured by angling (AN) in 1961. The 1961 report hypothesized the presence of cutthroat trout was the result of immigration from Cutthroat Lake. Cutthroat lake stocked with cutthroatin 1959. From Katie/Annika notes:(high BKT (documented 1977), low SRC (last stocked 1974, 1 caught in 2016 sampling))",NA,42.646967,-109.01145,10657,3248.3,93963,1544,89666,22.5,8.06,13.3,NA,10.47,47.48,8.6,43.7,13.32,"14-Jul-19","4-Aug-20",2020,"GPSMAP 64","area, temp, ph conductivity, DO, fish species all from lindsey in 2019. ",24.3062,1.08395918367347,0.2832,9,0.5,"extrapolated",NA,NA,NA,NA,0.0065,0.00219333333333333,0.00869333333333333,0.00430666666666667,22.948,1846.4,0.5,0.0229519774011299,21.7846153846154,0.0306967984934087,0.0152071563088512,16.2883435582822,32.8792569659443,501.884615384615,1344.52,375.258819018405,1471.14,757.488390092879,1088.91,1344.52,1065.962,1494.088,"fishless",0,NA,NA,NA,-0.47,NA,-1.01125,-1.01125,-1.01125,2.8838776,2.90196410499144,-0.018086504991436,2.87743477497431,0.0064428250256916,3.296475954,-0.412598354,"WY","Footprint - WY"
"258","FOOT20_22.5","WIND20_FOOT20_1A_1G_22.5","WIND20","FOOT20","Footprint","1A","1G",22,22.5,22.25,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n",3.2784,-27.1429785,3.141079,0.519,5.799,0.111,11.1734104,3.296475954,3.296475954,"CNS","2022","LinCorr calculated and used in the d15N column","WIND20_FOOT20_1A_1G",5,18,5.54228,6.06588,5.67142,5.65362,0.49,0.5236,0.12914,0.11134,0.7534,0.1378,75.3361,13.7835,"100C","","WIND20_FOOT20_1A_1G","Wind River","Wyoming","Rocky Mountain",1,"Salvelinus fontinalis","BKT",1928,"1974","1974","1928","1928","","","Unlikely","y","SRC and BKT observed in lake in 2005.  SRC stocked in 1974, BKT and RBT stocked in Big Stough (downstream) 1928. Big Stough: Brook Trout and RBT were stocked in 1928, and cutthroat trout were first captured by angling (AN) in 1961. The 1961 report hypothesized the presence of cutthroat trout was the result of immigration from Cutthroat Lake. Cutthroat lake stocked with cutthroatin 1959. From Katie/Annika notes:(high BKT (documented 1977), low SRC (last stocked 1974, 1 caught in 2016 sampling))",NA,42.646967,-109.01145,10657,3248.3,93963,1544,89666,22.5,8.06,13.3,NA,10.47,47.48,8.6,43.7,13.32,"14-Jul-19","4-Aug-20",2020,"GPSMAP 64","area, temp, ph conductivity, DO, fish species all from lindsey in 2019. ",24.6639,1.06857142857143,0.2881,9,0.5,"extrapolated",NA,NA,NA,NA,0.0065,0.00219333333333333,0.00869333333333333,0.00430666666666667,22.948,1846.4,0.5,0.0225616105518917,22.1615384615385,0.0301747078560685,0.0149485132477149,16.5701687116564,33.4481424148607,524.046153846154,1322.35,391.828987730061,1454.57,790.93653250774,1055.46,1322.35,1032.512,1477.518,"fishless",0,NA,NA,NA,-0.47,NA,-1.01125,-1.01125,-1.01125,2.87743477497431,2.90196410499144,-0.0245293300171276,2.87743477497431,0,3.296475954,0,"WY","Footprint - WY"
