qseqid,qlen,sseqid,pident,evalue,bitscore,qcovs,length,ssciname
ZOTU-V7_1827,220,gi|1516482272|gb|MH481726.1|,98.182,8.60e-103,385,100,220,Synchaeta oblonga
ZOTU-V7_1827,220,gi|1516482271|gb|MH481725.1|,98.182,8.60e-103,385,100,220,Synchaeta oblonga
ZOTU-V7_1827,220,gi|1516482269|gb|MH481723.1|,98.182,8.60e-103,385,100,220,Synchaeta oblonga
ZOTU-V7_1827,220,gi|1635377381|gb|MK896806.1|,98.182,8.60e-103,385,100,220,Polyarthra cf. major TW-2019
ZOTU-V7_1827,220,gi|1917888970|gb|MW143260.1|,98.182,8.60e-103,385,100,220,uncultured eukaryote
ZOTU-V7_1827,220,gi|1917866048|gb|MW139938.1|,98.182,8.60e-103,385,100,220,uncultured eukaryote
ZOTU-V7_1827,220,gi|225548479|gb|FJ765376.1|,98.182,8.60e-103,385,100,220,Rotifera environmental sample
ZOTU-V7_1827,220,gi|83285105|gb|DQ297717.1|,98.182,8.60e-103,385,100,220,Proales doliaris
ZOTU-V7_1827,220,gi|83285104|gb|DQ297716.1|,98.182,8.60e-103,385,100,220,Polyarthra remata
ZOTU-V7_1827,220,gi|37788162|gb|AY218115.1|,98.182,8.60e-103,385,100,220,Notholca acuminata
ZOTU-V7_1827,220,gi|1516482270|gb|MH481724.1|,97.727,1.11e-101,381,100,220,Synchaeta oblonga
ZOTU-V7_1827,220,gi|1580981804|gb|MK564749.1|,97.727,4.00e-101,379,100,220,Brachionus angularis
ZOTU-V7_1827,220,gi|1498486113|gb|MK106113.1|,97.727,4.00e-101,379,100,220,Brachionus diversicornis
ZOTU-V7_1827,220,gi|985481733|dbj|LC121833.1|,97.727,4.00e-101,379,100,220,uncultured eukaryote
ZOTU-V7_1827,220,gi|985481732|dbj|LC121832.1|,97.727,4.00e-101,379,100,220,uncultured eukaryote
ZOTU-V7_1827,220,gi|757957308|gb|KM873608.1|,97.727,4.00e-101,379,100,220,Trichotria tetractis
ZOTU-V7_1827,220,gi|917655944|gb|KP875584.1|,97.727,4.00e-101,379,100,220,Synchaeta pectinata
ZOTU-V7_1827,220,gi|917655943|gb|KP875583.1|,97.727,4.00e-101,379,100,220,Synchaeta pectinata
ZOTU-V7_1827,220,gi|917655942|gb|KP875582.1|,97.727,4.00e-101,379,100,220,Synchaeta pectinata
ZOTU-V7_1827,220,gi|917655941|gb|KP875581.1|,97.727,4.00e-101,379,100,220,Synchaeta pectinata
ZOTU-V7_1827,220,gi|917655940|gb|KP875580.1|,97.727,4.00e-101,379,100,220,Synchaeta pectinata
ZOTU-V7_1827,220,gi|917655936|gb|KP875576.1|,97.727,4.00e-101,379,100,220,Synchaeta pectinata
ZOTU-V7_1827,220,gi|917655935|gb|KP875575.1|,97.727,4.00e-101,379,100,220,Synchaeta pectinata
ZOTU-V7_1827,220,gi|917655934|gb|KP875574.1|,97.727,4.00e-101,379,100,220,Synchaeta pectinata
ZOTU-V7_1827,220,gi|917655931|gb|KP875571.1|,97.727,4.00e-101,379,100,220,Synchaeta pectinata
ZOTU-V7_1827,220,gi|917655930|gb|KP875570.1|,97.727,4.00e-101,379,100,220,Synchaeta pectinata
ZOTU-V7_1827,220,gi|695130811|dbj|AB901717.1|,97.727,4.00e-101,379,100,220,uncultured eukaryote
ZOTU-V7_1827,220,gi|695129960|dbj|AB902195.1|,97.727,4.00e-101,379,100,220,uncultured eukaryote
ZOTU-V7_1827,220,gi|695129745|dbj|AB901980.1|,97.727,4.00e-101,379,100,220,uncultured eukaryote
ZOTU-V7_1827,220,gi|585113510|gb|KF910077.1|,97.727,4.00e-101,379,100,220,uncultured metazoan
ZOTU-V7_1827,220,gi|585113508|gb|KF910075.1|,97.727,4.00e-101,379,100,220,uncultured metazoan
ZOTU-V7_1827,220,gi|575788878|gb|KF561109.1|,97.727,4.00e-101,379,100,220,Testudinella clypeata
ZOTU-V7_1827,220,gi|575788877|gb|KF561108.1|,97.727,4.00e-101,379,100,220,Testudinella clypeata
ZOTU-V7_1827,220,gi|575788876|gb|KF561107.1|,97.727,4.00e-101,379,100,220,Synchaeta cf. tremula/oblonga CQT-2013
ZOTU-V7_1827,220,gi|575788866|gb|KF561097.1|,97.727,4.00e-101,379,100,220,Brachionus plicatilis
ZOTU-V7_1827,220,gi|575788865|gb|KF561096.1|,97.727,4.00e-101,379,100,220,Brachionus calyciflorus
ZOTU-V7_1827,220,gi|572455636|gb|KF159017.1|,97.727,4.00e-101,379,100,220,Monostyla sp. MPN-2013
ZOTU-V7_1827,220,gi|542600389|gb|KF141790.1|,97.727,4.00e-101,379,100,220,Brachionus calyciflorus
ZOTU-V7_1827,220,gi|496303564|gb|JX296583.1|,97.727,4.00e-101,379,100,220,uncultured metazoan
ZOTU-V7_1827,220,gi|478683559|gb|KC193095.1|,97.727,4.00e-101,379,100,220,Brachionus calyciflorus
ZOTU-V7_1827,220,gi|1635377414|gb|MK896838.1|,97.727,4.00e-101,379,100,220,Synchaeta hutchingsi
ZOTU-V7_1827,220,gi|1635377413|gb|MK896837.1|,97.727,4.00e-101,379,100,220,Synchaeta hutchingsi
ZOTU-V7_1827,220,gi|1635377412|gb|MK896836.1|,97.727,4.00e-101,379,100,220,Synchaeta hutchingsi
ZOTU-V7_1827,220,gi|1635377402|gb|MK896827.1|,97.727,4.00e-101,379,100,220,Synchaeta stylata
ZOTU-V7_1827,220,gi|1635377401|gb|MK896826.1|,97.727,4.00e-101,379,100,220,Synchaeta stylata
ZOTU-V7_1827,220,gi|1635377400|gb|MK896825.1|,97.727,4.00e-101,379,100,220,Synchaeta stylata
ZOTU-V7_1827,220,gi|1635377399|gb|MK896824.1|,97.727,4.00e-101,379,100,220,Synchaeta stylata
ZOTU-V7_1827,220,gi|1635377398|gb|MK896823.1|,97.727,4.00e-101,379,100,220,Synchaeta pectinata
ZOTU-V7_1827,220,gi|1635377397|gb|MK896822.1|,97.727,4.00e-101,379,100,220,Synchaeta pectinata
ZOTU-V7_1827,220,gi|1635377394|gb|MK896819.1|,97.727,4.00e-101,379,100,220,Synchaeta grimpei
ZOTU-V7_1827,220,gi|1635377393|gb|MK896818.1|,97.727,4.00e-101,379,100,220,Synchaeta grimpei
ZOTU-V7_1827,220,gi|1635377387|gb|MK896812.1|,97.727,4.00e-101,379,100,220,Ploesoma triacanthum
ZOTU-V7_1827,220,gi|1635377386|gb|MK896811.1|,97.727,4.00e-101,379,100,220,Ploesoma triacanthum
ZOTU-V7_1827,220,gi|1635377385|gb|MK896810.1|,97.727,4.00e-101,379,100,220,Ploesoma hudsoni
ZOTU-V7_1827,220,gi|1635377384|gb|MK896809.1|,97.727,4.00e-101,379,100,220,Ploesoma hudsoni
ZOTU-V7_1827,220,gi|1934983556|gb|MW280125.1|,97.727,4.00e-101,379,100,220,Monogononta sp. FOX130
ZOTU-V7_1827,220,gi|1934983554|gb|MW280123.1|,97.727,4.00e-101,379,100,220,Monogononta sp. W34
ZOTU-V7_1827,220,gi|1885730188|gb|MT840104.1|,97.727,4.00e-101,379,100,220,Brachionus quadridentatus
ZOTU-V7_1827,220,gi|283050864|gb|GU070889.1|,97.727,4.00e-101,379,100,220,invertebrate environmental sample
ZOTU-V7_1827,220,gi|283050863|gb|GU070888.1|,97.727,4.00e-101,379,100,220,invertebrate environmental sample
ZOTU-V7_1827,220,gi|283050837|gb|GU070862.1|,97.727,4.00e-101,379,100,220,invertebrate environmental sample
ZOTU-V7_1827,220,gi|221185867|gb|FJ577814.1|,97.727,4.00e-101,379,100,220,uncultured metazoan
ZOTU-V7_1827,220,gi|83285109|gb|DQ297721.1|,97.727,4.00e-101,379,100,220,Trichocerca elongata
ZOTU-V7_1827,220,gi|83285108|gb|DQ297720.1|,97.727,4.00e-101,379,100,220,Scaridium longicaudum
ZOTU-V7_1827,220,gi|83285103|gb|DQ297715.1|,97.727,4.00e-101,379,100,220,Ploesoma truncatus
ZOTU-V7_1827,220,gi|83285102|gb|DQ297714.1|,97.727,4.00e-101,379,100,220,Ploesoma hudsoni
ZOTU-V7_1827,220,gi|83285101|gb|DQ297713.1|,97.727,4.00e-101,379,100,220,Platyias quadricornis
ZOTU-V7_1827,220,gi|83285100|gb|DQ297712.1|,97.727,4.00e-101,379,100,220,Plationus patulus
ZOTU-V7_1827,220,gi|83285097|gb|DQ297709.1|,97.727,4.00e-101,379,100,220,Mytilina ventralis
ZOTU-V7_1827,220,gi|83285096|gb|DQ297708.1|,97.727,4.00e-101,379,100,220,Mytilina mucronata
ZOTU-V7_1827,220,gi|83285094|gb|DQ297706.1|,97.727,4.00e-101,379,100,220,Microcodon clavus
ZOTU-V7_1827,220,gi|83285088|gb|DQ297700.1|,97.727,4.00e-101,379,100,220,Lecane leontina
ZOTU-V7_1827,220,gi|83285087|gb|DQ297699.1|,97.727,4.00e-101,379,100,220,Lecane elsa
ZOTU-V7_1827,220,gi|83285086|gb|DQ297698.1|,97.727,4.00e-101,379,100,220,Lecane bulla
ZOTU-V7_1827,220,gi|83285084|gb|DQ297696.1|,97.727,4.00e-101,379,100,220,Encentrum tectipes
ZOTU-V7_1827,220,gi|83285081|gb|DQ297693.1|,97.727,4.00e-101,379,100,220,Cephalodella forficula
ZOTU-V7_1827,220,gi|72153685|gb|DQ089735.1|,97.727,4.00e-101,379,100,220,Epiphanes senta
ZOTU-V7_1827,220,gi|72153678|gb|DQ089734.1|,97.727,4.00e-101,379,100,220,Brachionus urceolaris
ZOTU-V7_1827,220,gi|37788165|gb|AY218118.1|,97.727,4.00e-101,379,100,220,Brachionus plicatilis
ZOTU-V7_1827,220,gi|2177087|gb|U49911.1|BPU49911,97.727,4.00e-101,379,100,220,Brachionus plicatilis
ZOTU-V7_1827,220,gi|1806050144|gb|MT025820.1|,97.273,1.86e-99,374,100,220,Lecane inermis
ZOTU-V7_1827,220,gi|1593559689|gb|MK644612.1|,97.285,1.86e-99,374,100,221,Synchaeta sp. YW-2019
ZOTU-V7_1827,220,gi|1498484015|gb|MK106105.1|,97.273,1.86e-99,374,100,220,Asplanchna brightwellii
ZOTU-V7_1827,220,gi|1172189099|gb|KY859765.1|,97.273,1.86e-99,374,100,220,Lecane inermis
ZOTU-V7_1827,220,gi|1207849931|gb|KY751538.1|,97.273,1.86e-99,374,100,220,Synchaeta tremuloida
ZOTU-V7_1827,220,gi|1207849930|gb|KY751537.1|,97.273,1.86e-99,374,100,220,Synchaeta tremuloida
ZOTU-V7_1827,220,gi|1207849929|gb|KY751536.1|,97.273,1.86e-99,374,100,220,Synchaeta tremuloida
ZOTU-V7_1827,220,gi|1207849928|gb|KY751535.1|,97.273,1.86e-99,374,100,220,Synchaeta tremuloida
ZOTU-V7_1827,220,gi|1207849927|gb|KY751534.1|,97.273,1.86e-99,374,100,220,Synchaeta tremuloida
ZOTU-V7_1827,220,gi|1207849926|gb|KY751533.1|,97.273,1.86e-99,374,100,220,Synchaeta tremuloida
ZOTU-V7_1827,220,gi|1207849925|gb|KY751532.1|,97.273,1.86e-99,374,100,220,Synchaeta tremuloida
ZOTU-V7_1827,220,gi|1207849924|gb|KY751531.1|,97.273,1.86e-99,374,100,220,Synchaeta tremuloida
ZOTU-V7_1827,220,gi|1207849923|gb|KY751530.1|,97.273,1.86e-99,374,100,220,Synchaeta tremuloida
ZOTU-V7_1827,220,gi|1207849922|gb|KY751529.1|,97.273,1.86e-99,374,100,220,Synchaeta tremuloida
ZOTU-V7_1827,220,gi|1207849921|gb|KY751528.1|,97.273,1.86e-99,374,100,220,Synchaeta tremuloida
ZOTU-V7_1827,220,gi|1207849920|gb|KY751527.1|,97.273,1.86e-99,374,100,220,Synchaeta tremuloida
ZOTU-V7_1827,220,gi|1207849919|gb|KY751526.1|,97.273,1.86e-99,374,100,220,Synchaeta tremuloida
ZOTU-V7_1827,220,gi|1207849918|gb|KY751525.1|,97.273,1.86e-99,374,100,220,Synchaeta tremuloida
ZOTU-V7_1827,220,gi|1207849917|gb|KY751524.1|,97.273,1.86e-99,374,100,220,Synchaeta tremuloida
ZOTU-V7_1827,220,gi|1207849916|gb|KY751523.1|,97.273,1.86e-99,374,100,220,Synchaeta tremuloida
ZOTU-V7_1827,220,gi|1207849915|gb|KY751522.1|,97.273,1.86e-99,374,100,220,Synchaeta tremula
ZOTU-V7_1827,220,gi|1207849914|gb|KY751521.1|,97.273,1.86e-99,374,100,220,Synchaeta tremula
ZOTU-V7_1827,220,gi|1207849913|gb|KY751520.1|,97.273,1.86e-99,374,100,220,Synchaeta tremula
ZOTU-V7_1827,220,gi|1207849912|gb|KY751519.1|,97.273,1.86e-99,374,100,220,Synchaeta tremula
ZOTU-V7_1827,220,gi|1207849911|gb|KY751518.1|,97.273,1.86e-99,374,100,220,Synchaeta tremula
ZOTU-V7_1827,220,gi|1207849910|gb|KY751517.1|,97.273,1.86e-99,374,100,220,Synchaeta tremula
ZOTU-V7_1827,220,gi|1207849909|gb|KY751516.1|,97.273,1.86e-99,374,100,220,Synchaeta tremula
ZOTU-V7_1827,220,gi|1207849908|gb|KY751515.1|,97.273,1.86e-99,374,100,220,Synchaeta tremula
ZOTU-V7_1827,220,gi|1207849907|gb|KY751514.1|,97.273,1.86e-99,374,100,220,Synchaeta tremula
ZOTU-V7_1827,220,gi|1207849906|gb|KY751513.1|,97.273,1.86e-99,374,100,220,Synchaeta tremula
ZOTU-V7_1827,220,gi|1207849905|gb|KY751512.1|,97.273,1.86e-99,374,100,220,Synchaeta tremula
ZOTU-V7_1827,220,gi|1207849904|gb|KY751511.1|,97.273,1.86e-99,374,100,220,Synchaeta tremula
ZOTU-V7_1827,220,gi|1132593376|dbj|LC109089.1|,97.273,1.86e-99,374,100,220,uncultured eukaryote
ZOTU-V7_1827,220,gi|1039018963|gb|KX358062.1|,97.273,1.86e-99,374,100,220,Keratella quadrata
ZOTU-V7_1827,220,gi|1033478661|dbj|LC150076.1|,97.273,1.86e-99,374,100,220,uncultured eukaryote
ZOTU-V7_1827,220,gi|985481754|dbj|LC121854.1|,97.273,1.86e-99,374,100,220,uncultured eukaryote
ZOTU-V7_1827,220,gi|985481753|dbj|LC121853.1|,97.273,1.86e-99,374,100,220,uncultured eukaryote
ZOTU-V7_1827,220,gi|985481741|dbj|LC121841.1|,97.273,1.86e-99,374,100,220,uncultured eukaryote
ZOTU-V7_1827,220,gi|985481734|dbj|LC121834.1|,97.273,1.86e-99,374,100,220,uncultured eukaryote
ZOTU-V7_1827,220,gi|757957302|gb|KM873602.1|,97.273,1.86e-99,374,100,220,Ptygura beauchampi
ZOTU-V7_1827,220,gi|757957297|gb|KM873597.1|,97.273,1.86e-99,374,100,220,Lecane ungulata
ZOTU-V7_1827,220,gi|575788875|gb|KF561106.1|,97.273,1.86e-99,374,100,220,Synchaeta pectinata
ZOTU-V7_1827,220,gi|1635377404|gb|MK896829.1|,97.273,1.86e-99,374,100,220,Synchaeta triophthalma
ZOTU-V7_1827,220,gi|1635377403|gb|MK896828.1|,97.273,1.86e-99,374,100,220,Synchaeta triophthalma
ZOTU-V7_1827,220,gi|1635377392|gb|MK896817.1|,97.273,1.86e-99,374,100,220,Synchaeta grandis
ZOTU-V7_1827,220,gi|1635377391|gb|MK896816.1|,97.273,1.86e-99,374,100,220,Synchaeta grandis
ZOTU-V7_1827,220,gi|1635377383|gb|MK896808.1|,97.273,1.86e-99,374,100,220,Polyarthra vulgaris
ZOTU-V7_1827,220,gi|1635377382|gb|MK896807.1|,97.273,1.86e-99,374,100,220,Polyarthra vulgaris
ZOTU-V7_1827,220,gi|1885730195|gb|MT840107.1|,97.273,1.86e-99,374,100,220,Euchlanis dilatata
ZOTU-V7_1827,220,gi|1885730193|gb|MT840106.1|,97.273,1.86e-99,374,100,220,Keratella serrulata
ZOTU-V7_1827,220,gi|1885730189|gb|MT840105.1|,97.273,1.86e-99,374,100,220,Polyarthra dolichoptera
ZOTU-V7_1827,220,gi|283050848|gb|GU070873.1|,97.273,1.86e-99,374,100,220,invertebrate environmental sample
ZOTU-V7_1827,220,gi|222089851|gb|FJ592412.1|,97.273,1.86e-99,374,100,220,uncultured eukaryote
ZOTU-V7_1827,220,gi|221185874|gb|FJ577821.1|,97.273,1.86e-99,374,100,220,uncultured metazoan
ZOTU-V7_1827,220,gi|83285112|gb|DQ297724.1|,97.273,1.86e-99,374,100,220,Trichotria tetractis
ZOTU-V7_1827,220,gi|83285111|gb|DQ297723.1|,97.273,1.86e-99,374,100,220,Trichocerca tenuior
ZOTU-V7_1827,220,gi|83285099|gb|DQ297711.1|,97.273,1.86e-99,374,100,220,Notommata cordonella
ZOTU-V7_1827,220,gi|83285095|gb|DQ297707.1|,97.273,1.86e-99,374,100,220,Monommata maculata
ZOTU-V7_1827,220,gi|83285093|gb|DQ297705.1|,97.273,1.86e-99,374,100,220,Macrochaetus collinsi
ZOTU-V7_1827,220,gi|83285085|gb|DQ297697.1|,97.273,1.86e-99,374,100,220,Keratella quadrata
ZOTU-V7_1827,220,gi|83285083|gb|DQ297695.1|,97.273,1.86e-99,374,100,220,Encentrum astridae
ZOTU-V7_1827,220,gi|37788163|gb|AY218116.1|,97.273,1.86e-99,374,100,220,Euchlanis dilatata
ZOTU-V7_1827,220,gi|37788161|gb|AY218114.1|,97.273,1.86e-99,374,100,220,Cephalodella gibba
ZOTU-V7_1827,220,gi|83655530|gb|DQ079917.1|,97.273,1.86e-99,374,100,220,Eothinia elongata
ZOTU-V7_1827,220,gi|83655529|gb|DQ079916.1|,97.273,1.86e-99,374,100,220,Asplanchnopus dahlgreni
ZOTU-V7_1827,220,gi|83655528|gb|DQ079915.1|,97.273,1.86e-99,374,100,220,Euchlanis alata
ZOTU-V7_1827,220,gi|6456035|gb|AF092434.1|AF092434,97.273,1.86e-99,374,100,220,Asplanchna sieboldi
ZOTU-V7_1827,220,gi|5669925|gb|AF154566.1|,97.273,1.86e-99,374,100,220,Lecane bulla
ZOTU-V7_1827,220,gi|3894150|emb|AJ130866.1|,97.273,1.86e-99,374,100,220,uncultured eukaryote
ZOTU-V7_1827,220,gi|3894148|emb|AJ130864.1|,97.273,1.86e-99,374,100,220,uncultured eukaryote
ZOTU-V7_1827,220,gi|1173728640|gb|KY886363.1|,97.273,6.69e-99,372,100,220,Brachionus plicatilis
ZOTU-V7_1827,220,gi|1635377390|gb|MK896815.1|,96.818,2.41e-98,370,100,220,Synchaeta grandis
ZOTU-V7_1827,220,gi|1173728641|gb|KY886364.1|,96.818,8.66e-98,368,100,220,Brachionus calyciflorus
ZOTU-V7_1827,220,gi|985481735|dbj|LC121835.1|,96.818,8.66e-98,368,100,220,uncultured eukaryote
ZOTU-V7_1827,220,gi|757957307|gb|KM873607.1|,96.818,8.66e-98,368,100,220,Testudinella patina dendradena
ZOTU-V7_1827,220,gi|757957296|gb|KM873596.1|,96.818,8.66e-98,368,100,220,Lacinularoides coloniensis
ZOTU-V7_1827,220,gi|757957291|gb|KM873591.1|,96.818,8.66e-98,368,100,220,Conochilus unicornis
ZOTU-V7_1827,220,gi|695130673|dbj|AB901579.1|,96.818,8.66e-98,368,100,220,uncultured eukaryote
ZOTU-V7_1827,220,gi|1635377411|gb|MK896835.1|,96.818,8.66e-98,368,100,220,Synchaeta vorax
ZOTU-V7_1827,220,gi|1635377410|gb|MK896834.1|,96.818,8.66e-98,368,100,220,Synchaeta vorax
ZOTU-V7_1827,220,gi|1635377408|gb|MK896833.1|,96.818,8.66e-98,368,100,220,Synchaeta vorax
ZOTU-V7_1827,220,gi|1635377407|gb|MK896832.1|,96.818,8.66e-98,368,100,220,Synchaeta vorax
ZOTU-V7_1827,220,gi|374532729|dbj|AB695531.1|,96.818,8.66e-98,368,100,220,uncultured eukaryote
ZOTU-V7_1827,220,gi|374532673|dbj|AB695475.1|,96.818,8.66e-98,368,100,220,uncultured eukaryote
ZOTU-V7_1827,220,gi|353078677|gb|JF972674.1|,96.818,8.66e-98,368,100,220,uncultured eukaryote
ZOTU-V7_1827,220,gi|221185877|gb|FJ577824.1|,96.818,8.66e-98,368,100,220,uncultured metazoan
ZOTU-V7_1827,220,gi|83285110|gb|DQ297722.1|,96.818,8.66e-98,368,100,220,Trichocerca rattus
ZOTU-V7_1827,220,gi|83285098|gb|DQ297710.1|,96.818,8.66e-98,368,100,220,Notommata allantois
ZOTU-V7_1827,220,gi|83285092|gb|DQ297704.1|,96.818,8.66e-98,368,100,220,Lindia torulosa
ZOTU-V7_1827,220,gi|83285091|gb|DQ297703.1|,96.818,8.66e-98,368,100,220,Lindia tecusa
ZOTU-V7_1827,220,gi|83285080|gb|DQ297692.1|,96.818,8.66e-98,368,100,220,Brachionus calyciflorus
ZOTU-V7_1827,220,gi|83285079|gb|DQ297691.1|,96.818,8.66e-98,368,100,220,Ascomorpha ovalis
ZOTU-V7_1827,220,gi|83285078|gb|DQ297690.1|,96.818,8.66e-98,368,100,220,Sinantherina ariprepes
ZOTU-V7_1827,220,gi|83285076|gb|DQ297688.1|,96.818,8.66e-98,368,100,220,Conochilus hippocrepis
ZOTU-V7_1827,220,gi|83285075|gb|DQ297687.1|,96.818,8.66e-98,368,100,220,Conochilus unicornis
ZOTU-V7_1827,220,gi|60687360|gb|AY821987.1|,96.818,8.66e-98,368,100,220,uncultured Lapadella-like rotifer
ZOTU-V7_1827,220,gi|37788160|gb|AY218113.1|,96.818,8.66e-98,368,100,220,Testudinella sp. GG-2003
ZOTU-V7_1827,220,gi|83655527|gb|DQ079914.1|,96.818,8.66e-98,368,100,220,Filinia longiseta
ZOTU-V7_1827,220,gi|1635377389|gb|MK896814.1|,96.364,3.11e-97,366,100,220,Synchaeta baltica
ZOTU-V7_1827,220,gi|1569055464|gb|MK499386.1|,96.380,4.03e-96,363,100,221,Flosculariaceae environmental sample
ZOTU-V7_1827,220,gi|757957304|gb|KM873604.1|,96.364,4.03e-96,363,100,220,Sinantherina semibullata
ZOTU-V7_1827,220,gi|757957303|gb|KM873603.1|,96.364,4.03e-96,363,100,220,Ptygura longicornis
ZOTU-V7_1827,220,gi|757957300|gb|KM873600.1|,96.364,4.03e-96,363,100,220,Octotrocha speciosa
ZOTU-V7_1827,220,gi|757957299|gb|KM873599.1|,96.364,4.03e-96,363,100,220,Limnias melicerta
ZOTU-V7_1827,220,gi|757957298|gb|KM873598.1|,96.364,4.03e-96,363,100,220,Limnias ceratophylli
ZOTU-V7_1827,220,gi|757957295|gb|KM873595.1|,96.364,4.03e-96,363,100,220,Lacinularia flosculosa
ZOTU-V7_1827,220,gi|757957293|gb|KM873593.1|,96.364,4.03e-96,363,100,220,Floscularia bifida
ZOTU-V7_1827,220,gi|757957292|gb|KM873592.1|,96.364,4.03e-96,363,100,220,Floscularia armata
ZOTU-V7_1827,220,gi|757957288|gb|KM873588.1|,96.364,4.03e-96,363,100,220,Beauchampia crucigera
ZOTU-V7_1827,220,gi|629633058|gb|KC952810.1|,96.364,4.03e-96,363,100,220,uncultured marine eukaryote
ZOTU-V7_1827,220,gi|1635377396|gb|MK896821.1|,96.364,4.03e-96,363,100,220,Synchaeta gyrina
ZOTU-V7_1827,220,gi|1635377395|gb|MK896820.1|,96.364,4.03e-96,363,100,220,Synchaeta gyrina
ZOTU-V7_1827,220,gi|1635377388|gb|MK896813.1|,96.364,4.03e-96,363,100,220,Synchaeta baltica
ZOTU-V7_1827,220,gi|408361068|gb|JX457403.1|,96.364,4.03e-96,363,100,220,uncultured eukaryote
ZOTU-V7_1827,220,gi|190133939|gb|EU798714.1|,96.364,4.03e-96,363,100,220,uncultured eukaryote
ZOTU-V7_1827,220,gi|83285106|gb|DQ297718.1|,96.380,4.03e-96,363,100,221,Proales reinhardti
ZOTU-V7_1827,220,gi|83285077|gb|DQ297689.1|,96.364,4.03e-96,363,100,220,Ptygura libera
ZOTU-V7_1827,220,gi|56567590|gb|AY827952.1|,96.364,4.03e-96,363,100,220,uncultured Glenodinium
ZOTU-V7_1827,220,gi|57282209|emb|AJ487047.1|,96.364,4.03e-96,363,100,220,Floscularia decora
ZOTU-V7_1827,220,gi|83285107|gb|DQ297719.1|,96.364,1.45e-95,361,100,220,Proales similis
ZOTU-V7_1827,220,gi|347566734|gb|JN142219.1|,95.946,5.21e-95,359,100,222,uncultured eukaryote
ZOTU-V7_1827,220,gi|1002600|gb|U29235.1|BPU29235,95.946,5.21e-95,359,100,222,Brachionus plicatilis
ZOTU-V7_1827,220,gi|757957306|gb|KM873606.1|,95.909,1.87e-94,357,100,220,Sinantherina socialis
ZOTU-V7_1827,220,gi|757957305|gb|KM873605.1|,95.909,1.87e-94,357,100,220,Sinantherina socialis
ZOTU-V7_1827,220,gi|757957301|gb|KM873601.1|,95.909,1.87e-94,357,100,220,Pentatrocha gigantea
ZOTU-V7_1827,220,gi|757957294|gb|KM873594.1|,95.928,1.87e-94,357,100,221,Hexarthra intermedia brasiliensis
ZOTU-V7_1827,220,gi|757957290|gb|KM873590.1|,95.909,1.87e-94,357,100,220,Conochilus coenobasis
ZOTU-V7_1827,220,gi|695129730|dbj|AB901965.1|,95.909,1.87e-94,357,100,220,uncultured eukaryote
ZOTU-V7_1827,220,gi|695129574|dbj|AB901809.1|,95.909,1.87e-94,357,100,220,uncultured eukaryote
ZOTU-V7_1827,220,gi|1934983557|gb|MW280126.1|,95.909,1.87e-94,357,100,220,Monogononta sp. FOX139
ZOTU-V7_1827,220,gi|1934983555|gb|MW280124.1|,95.909,1.87e-94,357,100,220,Monogononta sp. FJ40
ZOTU-V7_1827,220,gi|259027646|gb|GQ502286.1|,95.909,1.87e-94,357,100,220,Brachionus calyciflorus
ZOTU-V7_1827,220,gi|83285090|gb|DQ297702.1|,95.909,1.87e-94,357,100,220,Lepadella rhomboides
ZOTU-V7_1827,220,gi|83285089|gb|DQ297701.1|,95.909,1.87e-94,357,100,220,Lepadella patella
ZOTU-V7_1827,220,gi|83285082|gb|DQ297694.1|,95.928,1.87e-94,357,100,221,Dicranophorus forcipatus
ZOTU-V7_1827,220,gi|37788164|gb|AY218117.1|,95.909,1.87e-94,357,100,220,Lepadella patella
ZOTU-V7_1827,220,gi|57282210|emb|AJ487048.1|,95.909,1.87e-94,357,100,220,Sinantherina socialis
ZOTU-V7_1827,220,gi|1546500634|gb|MK352482.1|,95.475,6.74e-94,355,100,221,Filinia terminalis
ZOTU-V7_1827,220,gi|757957289|gb|KM873589.1|,95.475,8.72e-93,351,100,221,Collotheca tenuilobata
ZOTU-V7_1827,220,gi|757957287|gb|KM873587.1|,95.475,8.72e-93,351,100,221,Acyclus inquietus
ZOTU-V7_1827,220,gi|1635377406|gb|MK896831.1|,95.455,8.72e-93,351,100,220,Synchaeta kitina
ZOTU-V7_1827,220,gi|365928249|gb|JN825699.1|,95.455,8.72e-93,351,100,220,uncultured metazoan
ZOTU-V7_1827,220,gi|1917866034|gb|MW139914.1|,95.455,8.72e-93,351,100,220,uncultured eukaryote
ZOTU-V7_1827,220,gi|221185884|gb|FJ577831.1|,95.475,8.72e-93,351,100,221,uncultured metazoan
ZOTU-V7_1827,220,gi|83285074|gb|DQ297686.1|,95.475,8.72e-93,351,100,221,Collotheca campanulata
ZOTU-V7_1827,220,gi|37785564|gb|AY210451.1|,95.455,8.72e-93,351,100,220,Sinantherina socialis
ZOTU-V7_1827,220,gi|1635377405|gb|MK896830.1|,95.000,1.13e-91,348,100,220,Synchaeta kitina
ZOTU-V7_1827,220,gi|5669926|gb|AF154567.1|AF154567,95.413,4.06e-91,346,99,218,Philodina roseola
ZOTU-V7_1827,220,gi|1591219573|gb|MK629439.1|,94.619,5.25e-90,342,100,223,Mytilisepta virgata
ZOTU-V7_1827,220,gi|1104599557|gb|KX713322.1|,94.619,5.25e-90,342,100,223,Mytilisepta virgata
