PRISM Time Series Data
Locations: 14
"Climate variables: ppt,tmean"
Spatial resolution: 4km
Period: 1895 - 2021
Dataset: AN91m
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: Off
Time series generated: 2024-Apr-08
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Name,Longitude,Latitude,Elevation (m),Date,ppt (mm),tmean (degrees C)
Canyon,-109.0029,42.6345,3502,1949,1370.09,-2.1
Canyon,-109.0029,42.6345,3502,1950,1581.93,-2.4
Canyon,-109.0029,42.6345,3502,1951,1717.88,-3.1
Canyon,-109.0029,42.6345,3502,1952,1470.19,-1.5
Canyon,-109.0029,42.6345,3502,1953,1460.75,-1.5
Canyon,-109.0029,42.6345,3502,1954,1098.59,-0.5
Canyon,-109.0029,42.6345,3502,1955,1500.55,-2.4
Canyon,-109.0029,42.6345,3502,1956,921.06,-1.6
Canyon,-109.0029,42.6345,3502,1957,1675.57,-2.5
Canyon,-109.0029,42.6345,3502,1958,1151.63,-1.1
Canyon,-109.0029,42.6345,3502,1959,973.87,-2.1
Canyon,-109.0029,42.6345,3502,1960,955.59,-2.0
Canyon,-109.0029,42.6345,3502,1961,1229.81,-2.3
Canyon,-109.0029,42.6345,3502,1962,998.91,-1.6
Canyon,-109.0029,42.6345,3502,1963,1353.99,-1.5
Canyon,-109.0029,42.6345,3502,1964,1748.82,-3.1
Canyon,-109.0029,42.6345,3502,1965,1357.10,-2.8
Canyon,-109.0029,42.6345,3502,1966,987.94,-1.9
Canyon,-109.0029,42.6345,3502,1967,1687.43,-2.5
Canyon,-109.0029,42.6345,3502,1968,1259.22,-2.5
Canyon,-109.0029,42.6345,3502,1969,1299.90,-2.1
Canyon,-109.0029,42.6345,3502,1970,1511.69,-3.1
Canyon,-109.0029,42.6345,3502,1971,1563.55,-3.3
Canyon,-109.0029,42.6345,3502,1972,1576.26,-2.9
Canyon,-109.0029,42.6345,3502,1973,1391.48,-2.7
Canyon,-109.0029,42.6345,3502,1974,1067.52,-2.1
Canyon,-109.0029,42.6345,3502,1975,1446.04,-3.3
Canyon,-109.0029,42.6345,3502,1976,1028.93,-2.0
Canyon,-109.0029,42.6345,3502,1977,1239.92,-2.1
Canyon,-109.0029,42.6345,3502,1978,1328.13,-2.4
Canyon,-109.0029,42.6345,3502,1979,1014.29,-2.3
Canyon,-109.0029,42.6345,3502,1980,1384.88,-1.6
Canyon,-109.0029,42.6345,3502,1981,1218.08,-1.2
Canyon,-109.0029,42.6345,3502,1982,1464.93,-3.4
Canyon,-109.0029,42.6345,3502,1983,1444.34,-2.8
Canyon,-109.0029,42.6345,3502,1984,1239.52,-3.1
Canyon,-109.0029,42.6345,3502,1985,1145.81,-3.0
Canyon,-109.0029,42.6345,3502,1986,1499.68,-1.6
Canyon,-109.0029,42.6345,3502,1987,1038.77,-1.7
Canyon,-109.0029,42.6345,3502,1988,791.94,-1.6
Canyon,-109.0029,42.6345,3502,1989,1256.11,-2.4
Canyon,-109.0029,42.6345,3502,1990,1227.32,-3.1
Canyon,-109.0029,42.6345,3502,1991,1204.25,-2.8
Canyon,-109.0029,42.6345,3502,1992,1019.00,-2.3
Canyon,-109.0029,42.6345,3502,1993,1102.78,-3.8
Canyon,-109.0029,42.6345,3502,1994,1194.39,-2.2
Canyon,-109.0029,42.6345,3502,1995,1459.02,-3.0
Canyon,-109.0029,42.6345,3502,1996,1339.34,-3.0
Canyon,-109.0029,42.6345,3502,1997,1116.32,-2.8
Canyon,-109.0029,42.6345,3502,1998,1441.91,-2.5
Canyon,-109.0029,42.6345,3502,1999,1440.93,-1.9
Canyon,-109.0029,42.6345,3502,2000,1210.63,-1.8
Canyon,-109.0029,42.6345,3502,2001,821.90,-1.3
Canyon,-109.0029,42.6345,3502,2002,799.35,-2.5
Canyon,-109.0029,42.6345,3502,2003,1163.41,-1.5
Canyon,-109.0029,42.6345,3502,2004,1583.06,-2.0
Canyon,-109.0029,42.6345,3502,2005,1216.16,-1.5
Canyon,-109.0029,42.6345,3502,2006,1037.04,-1.4
Canyon,-109.0029,42.6345,3502,2007,1228.87,-0.9
Canyon,-109.0029,42.6345,3502,2008,1287.36,-2.5
Canyon,-109.0029,42.6345,3502,2009,1147.70,-2.2
Canyon,-109.0029,42.6345,3502,2010,1483.16,-1.9
Canyon,-109.0029,42.6345,3502,2011,1145.81,-2.4
Canyon,-109.0029,42.6345,3502,2012,929.30,-0.7
Canyon,-109.0029,42.6345,3502,2013,804.70,-1.8
Canyon,-109.0029,42.6345,3502,2014,1203.11,-1.7
Canyon,-109.0029,42.6345,3502,2015,877.54,-0.6
Canyon,-109.0029,42.6345,3502,2016,1351.18,-0.9
Canyon,-109.0029,42.6345,3502,2017,1531.31,-1.1
Canyon,-109.0029,42.6345,3502,2018,721.02,-1.5
Canyon,-109.0029,42.6345,3502,2019,988.84,-2.2
Canyon,-109.0029,42.6345,3502,2020,860.65,-1.6
Canyon,-109.0029,42.6345,3502,2021,987.51,-1.3

Eyrie,-109.0181,42.6464,3261,1895,1388.77,-1.6
Eyrie,-109.0181,42.6464,3261,1896,805.88,-0.6
Eyrie,-109.0181,42.6464,3261,1897,788.88,-0.7
Eyrie,-109.0181,42.6464,3261,1898,739.27,-1.5
Eyrie,-109.0181,42.6464,3261,1899,762.61,-1.4
Eyrie,-109.0181,42.6464,3261,1900,701.29,0.2
Eyrie,-109.0181,42.6464,3261,1901,789.22,-0.1
Eyrie,-109.0181,42.6464,3261,1902,642.58,-1.3
Eyrie,-109.0181,42.6464,3261,1903,875.29,-1.9
Eyrie,-109.0181,42.6464,3261,1904,823.31,-0.6
Eyrie,-109.0181,42.6464,3261,1905,751.16,-1.5
Eyrie,-109.0181,42.6464,3261,1906,897.76,-1.6
Eyrie,-109.0181,42.6464,3261,1907,1074.97,-2.2
Eyrie,-109.0181,42.6464,3261,1908,943.29,-1.1
Eyrie,-109.0181,42.6464,3261,1909,1278.98,-1.4
Eyrie,-109.0181,42.6464,3261,1910,751.61,-0.4
Eyrie,-109.0181,42.6464,3261,1911,1030.96,-1.9
Eyrie,-109.0181,42.6464,3261,1912,1001.99,-2.7
Eyrie,-109.0181,42.6464,3261,1913,891.75,-2.0
Eyrie,-109.0181,42.6464,3261,1914,831.35,-0.9
Eyrie,-109.0181,42.6464,3261,1915,818.32,-1.2
Eyrie,-109.0181,42.6464,3261,1916,1083.30,-2.1
Eyrie,-109.0181,42.6464,3261,1917,874.86,-2.1
Eyrie,-109.0181,42.6464,3261,1918,801.70,-1.0
Eyrie,-109.0181,42.6464,3261,1919,682.02,-1.0
Eyrie,-109.0181,42.6464,3261,1920,893.26,-2.0
Eyrie,-109.0181,42.6464,3261,1921,992.14,-0.2
Eyrie,-109.0181,42.6464,3261,1922,884.03,-2.0
Eyrie,-109.0181,42.6464,3261,1923,1098.84,-1.7
Eyrie,-109.0181,42.6464,3261,1924,668.25,-1.9
Eyrie,-109.0181,42.6464,3261,1925,1031.72,-0.6
Eyrie,-109.0181,42.6464,3261,1926,836.73,-0.4
Eyrie,-109.0181,42.6464,3261,1927,1093.53,-1.2
Eyrie,-109.0181,42.6464,3261,1928,667.37,-1.5
Eyrie,-109.0181,42.6464,3261,1929,816.15,-1.8
Eyrie,-109.0181,42.6464,3261,1930,786.47,-1.2
Eyrie,-109.0181,42.6464,3261,1931,596.82,-0.7
Eyrie,-109.0181,42.6464,3261,1932,933.55,-2.0
Eyrie,-109.0181,42.6464,3261,1933,671.60,-0.5
Eyrie,-109.0181,42.6464,3261,1934,794.03,1.2
Eyrie,-109.0181,42.6464,3261,1935,758.17,-0.9
Eyrie,-109.0181,42.6464,3261,1936,1012.87,-0.8
Eyrie,-109.0181,42.6464,3261,1937,1059.49,-1.5
Eyrie,-109.0181,42.6464,3261,1938,1086.98,-0.6
Eyrie,-109.0181,42.6464,3261,1939,662.81,-0.2
Eyrie,-109.0181,42.6464,3261,1940,1083.62,-0.0
Eyrie,-109.0181,42.6464,3261,1941,1007.92,-0.9
Eyrie,-109.0181,42.6464,3261,1942,992.59,-1.7
Eyrie,-109.0181,42.6464,3261,1943,898.32,-0.5
Eyrie,-109.0181,42.6464,3261,1944,855.98,-1.5
Eyrie,-109.0181,42.6464,3261,1945,1159.59,-2.1
Eyrie,-109.0181,42.6464,3261,1946,889.24,-1.3
Eyrie,-109.0181,42.6464,3261,1947,834.07,-1.5
Eyrie,-109.0181,42.6464,3261,1948,1008.08,-1.0
Eyrie,-109.0181,42.6464,3261,1949,1169.26,-0.4
Eyrie,-109.0181,42.6464,3261,1950,1348.64,-0.3
Eyrie,-109.0181,42.6464,3261,1951,1443.16,-1.1
Eyrie,-109.0181,42.6464,3261,1952,1236.13,0.2
Eyrie,-109.0181,42.6464,3261,1953,1260.20,0.7
Eyrie,-109.0181,42.6464,3261,1954,929.87,1.6
Eyrie,-109.0181,42.6464,3261,1955,1308.50,-0.2
Eyrie,-109.0181,42.6464,3261,1956,797.20,0.0
Eyrie,-109.0181,42.6464,3261,1957,1458.72,-0.7
Eyrie,-109.0181,42.6464,3261,1958,997.05,0.5
Eyrie,-109.0181,42.6464,3261,1959,853.06,-0.4
Eyrie,-109.0181,42.6464,3261,1960,831.10,-0.3
Eyrie,-109.0181,42.6464,3261,1961,1039.27,-0.6
Eyrie,-109.0181,42.6464,3261,1962,839.76,-0.0
Eyrie,-109.0181,42.6464,3261,1963,1157.72,0.3
Eyrie,-109.0181,42.6464,3261,1964,1489.88,-1.4
Eyrie,-109.0181,42.6464,3261,1965,1134.96,-1.0
Eyrie,-109.0181,42.6464,3261,1966,844.43,-0.2
Eyrie,-109.0181,42.6464,3261,1967,1431.58,-0.7
Eyrie,-109.0181,42.6464,3261,1968,1081.55,-1.0
Eyrie,-109.0181,42.6464,3261,1969,1099.58,-0.2
Eyrie,-109.0181,42.6464,3261,1970,1286.02,-1.1
Eyrie,-109.0181,42.6464,3261,1971,1381.00,-1.3
Eyrie,-109.0181,42.6464,3261,1972,1329.68,-1.1
Eyrie,-109.0181,42.6464,3261,1973,1209.05,-1.2
Eyrie,-109.0181,42.6464,3261,1974,906.38,-0.5
Eyrie,-109.0181,42.6464,3261,1975,1248.76,-1.6
Eyrie,-109.0181,42.6464,3261,1976,874.93,-0.5
Eyrie,-109.0181,42.6464,3261,1977,1082.42,-0.4
Eyrie,-109.0181,42.6464,3261,1978,1177.80,-1.1
Eyrie,-109.0181,42.6464,3261,1979,855.14,-0.9
Eyrie,-109.0181,42.6464,3261,1980,1181.93,0.1
Eyrie,-109.0181,42.6464,3261,1981,1026.63,0.8
Eyrie,-109.0181,42.6464,3261,1982,1218.54,-1.7
Eyrie,-109.0181,42.6464,3261,1983,1281.95,-1.4
Eyrie,-109.0181,42.6464,3261,1984,1059.63,-1.6
Eyrie,-109.0181,42.6464,3261,1985,1026.85,-1.6
Eyrie,-109.0181,42.6464,3261,1986,1329.35,-0.1
Eyrie,-109.0181,42.6464,3261,1987,952.07,-0.0
Eyrie,-109.0181,42.6464,3261,1988,690.21,-0.0
Eyrie,-109.0181,42.6464,3261,1989,1100.72,-0.8
Eyrie,-109.0181,42.6464,3261,1990,1078.81,-1.6
Eyrie,-109.0181,42.6464,3261,1991,1063.55,-1.3
Eyrie,-109.0181,42.6464,3261,1992,892.86,-0.7
Eyrie,-109.0181,42.6464,3261,1993,984.71,-2.2
Eyrie,-109.0181,42.6464,3261,1994,997.94,-0.7
Eyrie,-109.0181,42.6464,3261,1995,1280.91,-1.4
Eyrie,-109.0181,42.6464,3261,1996,1167.37,-1.4
Eyrie,-109.0181,42.6464,3261,1997,990.07,-1.2
Eyrie,-109.0181,42.6464,3261,1998,1246.76,-1.0
Eyrie,-109.0181,42.6464,3261,1999,1255.06,-0.3
Eyrie,-109.0181,42.6464,3261,2000,1015.63,-0.2
Eyrie,-109.0181,42.6464,3261,2001,670.61,0.2
Eyrie,-109.0181,42.6464,3261,2002,696.46,-1.0
Eyrie,-109.0181,42.6464,3261,2003,976.77,0.1
Eyrie,-109.0181,42.6464,3261,2004,1356.35,-0.5
Eyrie,-109.0181,42.6464,3261,2005,1041.61,0.1
Eyrie,-109.0181,42.6464,3261,2006,873.62,0.2
Eyrie,-109.0181,42.6464,3261,2007,1037.92,0.7
Eyrie,-109.0181,42.6464,3261,2008,1092.48,-0.9
Eyrie,-109.0181,42.6464,3261,2009,984.70,-0.5
Eyrie,-109.0181,42.6464,3261,2010,1255.43,-0.3
Eyrie,-109.0181,42.6464,3261,2011,980.48,-0.6
Eyrie,-109.0181,42.6464,3261,2012,775.55,0.9
Eyrie,-109.0181,42.6464,3261,2013,704.18,-0.2
Eyrie,-109.0181,42.6464,3261,2014,1012.87,-0.1
Eyrie,-109.0181,42.6464,3261,2015,766.42,1.0
Eyrie,-109.0181,42.6464,3261,2016,1180.91,0.6
Eyrie,-109.0181,42.6464,3261,2017,1384.99,0.5
Eyrie,-109.0181,42.6464,3261,2018,648.81,0.1
Eyrie,-109.0181,42.6464,3261,2019,897.66,-0.6
Eyrie,-109.0181,42.6464,3261,2020,753.09,-0.0
Eyrie,-109.0181,42.6464,3261,2021,879.31,0.6

Footprint,-109.0114,42.6470,3261,1895,1388.77,-1.6
Footprint,-109.0114,42.6470,3261,1896,805.88,-0.6
Footprint,-109.0114,42.6470,3261,1897,788.88,-0.7
Footprint,-109.0114,42.6470,3261,1898,739.27,-1.5
Footprint,-109.0114,42.6470,3261,1899,762.61,-1.4
Footprint,-109.0114,42.6470,3261,1900,701.29,0.2
Footprint,-109.0114,42.6470,3261,1901,789.22,-0.1
Footprint,-109.0114,42.6470,3261,1902,642.58,-1.3
Footprint,-109.0114,42.6470,3261,1903,875.29,-1.9
Footprint,-109.0114,42.6470,3261,1904,823.31,-0.6
Footprint,-109.0114,42.6470,3261,1905,751.16,-1.5
Footprint,-109.0114,42.6470,3261,1906,897.76,-1.6
Footprint,-109.0114,42.6470,3261,1907,1074.97,-2.2
Footprint,-109.0114,42.6470,3261,1908,943.29,-1.1
Footprint,-109.0114,42.6470,3261,1909,1278.98,-1.4
Footprint,-109.0114,42.6470,3261,1910,751.61,-0.4
Footprint,-109.0114,42.6470,3261,1911,1030.96,-1.9
Footprint,-109.0114,42.6470,3261,1912,1001.99,-2.7
Footprint,-109.0114,42.6470,3261,1913,891.75,-2.0
Footprint,-109.0114,42.6470,3261,1914,831.35,-0.9
Footprint,-109.0114,42.6470,3261,1915,818.32,-1.2
Footprint,-109.0114,42.6470,3261,1916,1083.30,-2.1
Footprint,-109.0114,42.6470,3261,1917,874.86,-2.1
Footprint,-109.0114,42.6470,3261,1918,801.70,-1.0
Footprint,-109.0114,42.6470,3261,1919,682.02,-1.0
Footprint,-109.0114,42.6470,3261,1920,893.26,-2.0
Footprint,-109.0114,42.6470,3261,1921,992.14,-0.2
Footprint,-109.0114,42.6470,3261,1922,884.03,-2.0
Footprint,-109.0114,42.6470,3261,1923,1098.84,-1.7
Footprint,-109.0114,42.6470,3261,1924,668.25,-1.9
Footprint,-109.0114,42.6470,3261,1925,1031.72,-0.6
Footprint,-109.0114,42.6470,3261,1926,836.73,-0.4
Footprint,-109.0114,42.6470,3261,1927,1093.53,-1.2
Footprint,-109.0114,42.6470,3261,1928,667.37,-1.5
Footprint,-109.0114,42.6470,3261,1929,816.15,-1.8
Footprint,-109.0114,42.6470,3261,1930,786.47,-1.2
Footprint,-109.0114,42.6470,3261,1931,596.82,-0.7
Footprint,-109.0114,42.6470,3261,1932,933.55,-2.0
Footprint,-109.0114,42.6470,3261,1933,671.60,-0.5
Footprint,-109.0114,42.6470,3261,1934,794.03,1.2
Footprint,-109.0114,42.6470,3261,1935,758.17,-0.9
Footprint,-109.0114,42.6470,3261,1936,1012.87,-0.8
Footprint,-109.0114,42.6470,3261,1937,1059.49,-1.5
Footprint,-109.0114,42.6470,3261,1938,1086.98,-0.6
Footprint,-109.0114,42.6470,3261,1939,662.81,-0.2
Footprint,-109.0114,42.6470,3261,1940,1083.62,-0.0
Footprint,-109.0114,42.6470,3261,1941,1007.92,-0.9
Footprint,-109.0114,42.6470,3261,1942,992.59,-1.7
Footprint,-109.0114,42.6470,3261,1943,898.32,-0.5
Footprint,-109.0114,42.6470,3261,1944,855.98,-1.5
Footprint,-109.0114,42.6470,3261,1945,1159.59,-2.1
Footprint,-109.0114,42.6470,3261,1946,889.24,-1.3
Footprint,-109.0114,42.6470,3261,1947,834.07,-1.5
Footprint,-109.0114,42.6470,3261,1948,1008.08,-1.0
Footprint,-109.0114,42.6470,3261,1949,1169.26,-0.4
Footprint,-109.0114,42.6470,3261,1950,1348.64,-0.3
Footprint,-109.0114,42.6470,3261,1951,1443.16,-1.1
Footprint,-109.0114,42.6470,3261,1952,1236.13,0.2
Footprint,-109.0114,42.6470,3261,1953,1260.20,0.7
Footprint,-109.0114,42.6470,3261,1954,929.87,1.6
Footprint,-109.0114,42.6470,3261,1955,1308.50,-0.2
Footprint,-109.0114,42.6470,3261,1956,797.20,0.0
Footprint,-109.0114,42.6470,3261,1957,1458.72,-0.7
Footprint,-109.0114,42.6470,3261,1958,997.05,0.5
Footprint,-109.0114,42.6470,3261,1959,853.06,-0.4
Footprint,-109.0114,42.6470,3261,1960,831.10,-0.3
Footprint,-109.0114,42.6470,3261,1961,1039.27,-0.6
Footprint,-109.0114,42.6470,3261,1962,839.76,-0.0
Footprint,-109.0114,42.6470,3261,1963,1157.72,0.3
Footprint,-109.0114,42.6470,3261,1964,1489.88,-1.4
Footprint,-109.0114,42.6470,3261,1965,1134.96,-1.0
Footprint,-109.0114,42.6470,3261,1966,844.43,-0.2
Footprint,-109.0114,42.6470,3261,1967,1431.58,-0.7
Footprint,-109.0114,42.6470,3261,1968,1081.55,-1.0
Footprint,-109.0114,42.6470,3261,1969,1099.58,-0.2
Footprint,-109.0114,42.6470,3261,1970,1286.02,-1.1
Footprint,-109.0114,42.6470,3261,1971,1381.00,-1.3
Footprint,-109.0114,42.6470,3261,1972,1329.68,-1.1
Footprint,-109.0114,42.6470,3261,1973,1209.05,-1.2
Footprint,-109.0114,42.6470,3261,1974,906.38,-0.5
Footprint,-109.0114,42.6470,3261,1975,1248.76,-1.6
Footprint,-109.0114,42.6470,3261,1976,874.93,-0.5
Footprint,-109.0114,42.6470,3261,1977,1082.42,-0.4
Footprint,-109.0114,42.6470,3261,1978,1177.80,-1.1
Footprint,-109.0114,42.6470,3261,1979,855.14,-0.9
Footprint,-109.0114,42.6470,3261,1980,1181.93,0.1
Footprint,-109.0114,42.6470,3261,1981,1026.63,0.8
Footprint,-109.0114,42.6470,3261,1982,1218.54,-1.7
Footprint,-109.0114,42.6470,3261,1983,1281.95,-1.4
Footprint,-109.0114,42.6470,3261,1984,1059.63,-1.6
Footprint,-109.0114,42.6470,3261,1985,1026.85,-1.6
Footprint,-109.0114,42.6470,3261,1986,1329.35,-0.1
Footprint,-109.0114,42.6470,3261,1987,952.07,-0.0
Footprint,-109.0114,42.6470,3261,1988,690.21,-0.0
Footprint,-109.0114,42.6470,3261,1989,1100.72,-0.8
Footprint,-109.0114,42.6470,3261,1990,1078.81,-1.6
Footprint,-109.0114,42.6470,3261,1991,1063.55,-1.3
Footprint,-109.0114,42.6470,3261,1992,892.86,-0.7
Footprint,-109.0114,42.6470,3261,1993,984.71,-2.2
Footprint,-109.0114,42.6470,3261,1994,997.94,-0.7
Footprint,-109.0114,42.6470,3261,1995,1280.91,-1.4
Footprint,-109.0114,42.6470,3261,1996,1167.37,-1.4
Footprint,-109.0114,42.6470,3261,1997,990.07,-1.2
Footprint,-109.0114,42.6470,3261,1998,1246.76,-1.0
Footprint,-109.0114,42.6470,3261,1999,1255.06,-0.3
Footprint,-109.0114,42.6470,3261,2000,1015.63,-0.2
Footprint,-109.0114,42.6470,3261,2001,670.61,0.2
Footprint,-109.0114,42.6470,3261,2002,696.46,-1.0
Footprint,-109.0114,42.6470,3261,2003,976.77,0.1
Footprint,-109.0114,42.6470,3261,2004,1356.35,-0.5
Footprint,-109.0114,42.6470,3261,2005,1041.61,0.1
Footprint,-109.0114,42.6470,3261,2006,873.62,0.2
Footprint,-109.0114,42.6470,3261,2007,1037.92,0.7
Footprint,-109.0114,42.6470,3261,2008,1092.48,-0.9
Footprint,-109.0114,42.6470,3261,2009,984.70,-0.5
Footprint,-109.0114,42.6470,3261,2010,1255.43,-0.3
Footprint,-109.0114,42.6470,3261,2011,980.48,-0.6
Footprint,-109.0114,42.6470,3261,2012,775.55,0.9
Footprint,-109.0114,42.6470,3261,2013,704.18,-0.2
Footprint,-109.0114,42.6470,3261,2014,1012.87,-0.1
Footprint,-109.0114,42.6470,3261,2015,766.42,1.0
Footprint,-109.0114,42.6470,3261,2016,1180.91,0.6
Footprint,-109.0114,42.6470,3261,2017,1384.99,0.5
Footprint,-109.0114,42.6470,3261,2018,648.81,0.1
Footprint,-109.0114,42.6470,3261,2019,897.66,-0.6
Footprint,-109.0114,42.6470,3261,2020,753.09,-0.0
Footprint,-109.0114,42.6470,3261,2021,879.31,0.6

Lightning,-109.0150,42.6430,3502,1895,1524.47,-3.5
Lightning,-109.0150,42.6430,3502,1896,925.06,-2.5
Lightning,-109.0150,42.6430,3502,1897,910.69,-2.6
Lightning,-109.0150,42.6430,3502,1898,867.97,-3.5
Lightning,-109.0150,42.6430,3502,1899,896.85,-3.0
Lightning,-109.0150,42.6430,3502,1900,812.27,-1.8
Lightning,-109.0150,42.6430,3502,1901,924.39,-1.9
Lightning,-109.0150,42.6430,3502,1902,754.71,-3.0
Lightning,-109.0150,42.6430,3502,1903,1011.78,-3.5
Lightning,-109.0150,42.6430,3502,1904,936.47,-2.4
Lightning,-109.0150,42.6430,3502,1905,852.43,-3.1
Lightning,-109.0150,42.6430,3502,1906,1014.84,-3.1
Lightning,-109.0150,42.6430,3502,1907,1282.52,-3.7
Lightning,-109.0150,42.6430,3502,1908,1115.65,-2.9
Lightning,-109.0150,42.6430,3502,1909,1511.78,-3.1
Lightning,-109.0150,42.6430,3502,1910,890.72,-2.0
Lightning,-109.0150,42.6430,3502,1911,1209.36,-3.6
Lightning,-109.0150,42.6430,3502,1912,1165.34,-4.3
Lightning,-109.0150,42.6430,3502,1913,1059.65,-3.5
Lightning,-109.0150,42.6430,3502,1914,982.10,-2.5
Lightning,-109.0150,42.6430,3502,1915,937.47,-2.8
Lightning,-109.0150,42.6430,3502,1916,1306.95,-3.8
Lightning,-109.0150,42.6430,3502,1917,1017.83,-3.6
Lightning,-109.0150,42.6430,3502,1918,944.45,-2.6
Lightning,-109.0150,42.6430,3502,1919,804.69,-2.8
Lightning,-109.0150,42.6430,3502,1920,1046.58,-3.5
Lightning,-109.0150,42.6430,3502,1921,1169.59,-1.8
Lightning,-109.0150,42.6430,3502,1922,1042.53,-3.7
Lightning,-109.0150,42.6430,3502,1923,1274.35,-3.1
Lightning,-109.0150,42.6430,3502,1924,780.23,-3.6
Lightning,-109.0150,42.6430,3502,1925,1169.86,-2.0
Lightning,-109.0150,42.6430,3502,1926,977.05,-1.7
Lightning,-109.0150,42.6430,3502,1927,1284.14,-2.5
Lightning,-109.0150,42.6430,3502,1928,773.02,-2.9
Lightning,-109.0150,42.6430,3502,1929,943.71,-3.4
Lightning,-109.0150,42.6430,3502,1930,918.86,-2.6
Lightning,-109.0150,42.6430,3502,1931,684.50,-2.1
Lightning,-109.0150,42.6430,3502,1932,1093.23,-3.7
Lightning,-109.0150,42.6430,3502,1933,764.88,-2.3
Lightning,-109.0150,42.6430,3502,1934,900.63,-0.4
Lightning,-109.0150,42.6430,3502,1935,864.82,-2.5
Lightning,-109.0150,42.6430,3502,1936,1169.45,-2.4
Lightning,-109.0150,42.6430,3502,1937,1228.50,-3.2
Lightning,-109.0150,42.6430,3502,1938,1266.81,-2.5
Lightning,-109.0150,42.6430,3502,1939,781.44,-1.9
Lightning,-109.0150,42.6430,3502,1940,1274.58,-1.8
Lightning,-109.0150,42.6430,3502,1941,1189.26,-2.5
Lightning,-109.0150,42.6430,3502,1942,1172.21,-3.3
Lightning,-109.0150,42.6430,3502,1943,1053.53,-2.1
Lightning,-109.0150,42.6430,3502,1944,978.70,-2.9
Lightning,-109.0150,42.6430,3502,1945,1363.10,-3.3
Lightning,-109.0150,42.6430,3502,1946,1043.67,-2.7
Lightning,-109.0150,42.6430,3502,1947,957.68,-2.9
Lightning,-109.0150,42.6430,3502,1948,1201.18,-2.8
Lightning,-109.0150,42.6430,3502,1949,1370.09,-2.1
Lightning,-109.0150,42.6430,3502,1950,1581.93,-2.4
Lightning,-109.0150,42.6430,3502,1951,1717.88,-3.1
Lightning,-109.0150,42.6430,3502,1952,1470.19,-1.5
Lightning,-109.0150,42.6430,3502,1953,1460.75,-1.5
Lightning,-109.0150,42.6430,3502,1954,1098.59,-0.5
Lightning,-109.0150,42.6430,3502,1955,1500.55,-2.4
Lightning,-109.0150,42.6430,3502,1956,921.06,-1.6
Lightning,-109.0150,42.6430,3502,1957,1675.57,-2.5
Lightning,-109.0150,42.6430,3502,1958,1151.63,-1.1
Lightning,-109.0150,42.6430,3502,1959,973.87,-2.1
Lightning,-109.0150,42.6430,3502,1960,955.59,-2.0
Lightning,-109.0150,42.6430,3502,1961,1229.81,-2.3
Lightning,-109.0150,42.6430,3502,1962,998.91,-1.6
Lightning,-109.0150,42.6430,3502,1963,1353.99,-1.5
Lightning,-109.0150,42.6430,3502,1964,1748.82,-3.1
Lightning,-109.0150,42.6430,3502,1965,1357.10,-2.8
Lightning,-109.0150,42.6430,3502,1966,987.94,-1.9
Lightning,-109.0150,42.6430,3502,1967,1687.43,-2.5
Lightning,-109.0150,42.6430,3502,1968,1259.22,-2.5
Lightning,-109.0150,42.6430,3502,1969,1299.90,-2.1
Lightning,-109.0150,42.6430,3502,1970,1511.69,-3.1
Lightning,-109.0150,42.6430,3502,1971,1563.55,-3.3
Lightning,-109.0150,42.6430,3502,1972,1576.26,-2.9
Lightning,-109.0150,42.6430,3502,1973,1391.48,-2.7
Lightning,-109.0150,42.6430,3502,1974,1067.52,-2.1
Lightning,-109.0150,42.6430,3502,1975,1446.04,-3.3
Lightning,-109.0150,42.6430,3502,1976,1028.93,-2.0
Lightning,-109.0150,42.6430,3502,1977,1239.92,-2.1
Lightning,-109.0150,42.6430,3502,1978,1328.13,-2.4
Lightning,-109.0150,42.6430,3502,1979,1014.29,-2.3
Lightning,-109.0150,42.6430,3502,1980,1384.88,-1.6
Lightning,-109.0150,42.6430,3502,1981,1218.08,-1.2
Lightning,-109.0150,42.6430,3502,1982,1464.93,-3.4
Lightning,-109.0150,42.6430,3502,1983,1444.34,-2.8
Lightning,-109.0150,42.6430,3502,1984,1239.52,-3.1
Lightning,-109.0150,42.6430,3502,1985,1145.81,-3.0
Lightning,-109.0150,42.6430,3502,1986,1499.68,-1.6
Lightning,-109.0150,42.6430,3502,1987,1038.77,-1.7
Lightning,-109.0150,42.6430,3502,1988,791.94,-1.6
Lightning,-109.0150,42.6430,3502,1989,1256.11,-2.4
Lightning,-109.0150,42.6430,3502,1990,1227.32,-3.1
Lightning,-109.0150,42.6430,3502,1991,1204.25,-2.8
Lightning,-109.0150,42.6430,3502,1992,1019.00,-2.3
Lightning,-109.0150,42.6430,3502,1993,1102.78,-3.8
Lightning,-109.0150,42.6430,3502,1994,1194.39,-2.2
Lightning,-109.0150,42.6430,3502,1995,1459.02,-3.0
Lightning,-109.0150,42.6430,3502,1996,1339.34,-3.0
Lightning,-109.0150,42.6430,3502,1997,1116.32,-2.8
Lightning,-109.0150,42.6430,3502,1998,1441.91,-2.5
Lightning,-109.0150,42.6430,3502,1999,1440.93,-1.9
Lightning,-109.0150,42.6430,3502,2000,1210.63,-1.8
Lightning,-109.0150,42.6430,3502,2001,821.90,-1.3
